Offer ID,Name,Preview URL,Payout Type,Payout Amount,Payout Percentage,Click to Run
9053,Trendndaily - Visa 500$ - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3708/thumb/visa.png,CPA,$1.35,0%,Run Now
9052,Trendndaily - Samsung S24 - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3690/thumb/sam.png,CPA,$1.35,0%,Run Now
9051,Trendndaily - McDonalds - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3691/thumb/mc.png,CPA,$1.35,0%,Run Now
9050,Trendndaily - iPhone 16 Pro - US - (Social Only),https://2527.efuserassets.com/2527/offers/3336/thumb/Screenshot%202025-01-22%20at%2009.50.43.png,CPA,$1.35,0%,Run Now
9049,Trendndaily - Cashapp $1000 card (Social) - US - (Social Only),https://2527.efuserassets.com/2527/offers/3337/thumb/Screenshot%202025-01-22%20at%2009.59.17.png,CPA,$1.35,0%,Run Now
9048,Trendndaily - 25k Scratch to Win - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3692/thumb/scratch.png,CPA,$1.35,0%,Run Now
9047,freesamplesprousa Get Mystery Box - US,https://2527.efuserassets.com/2527/offers/3351/thumb/Screenshot%202025-01-24%20at%2010.09.02.png,CPA,$0.90,0%,Run Now
9046,freesamplesprousa - Samsung S24 (Choose a phone) - US,https://2527.efuserassets.com/2527/offers/3582/thumb/samsung.png,CPA,$1.35,0%,Run Now
9045,freesamplesprousa - Get Free Gift Bag Box - US,https://2527.efuserassets.com/2527/offers/2867/thumb/freesample.png,CPA,$1.08,0%,Run Now
9044,Crown Coins Responsive - US,https://crowncoinscasino.com/,CPA,$45.00,0%,Run Now
9042,Lexington Law - US,https://www.lexingtonlaw.com/credit-snapshot/suitability-question-1,CPA,$52.50,0%,Run Now
9039,Surfshark Antivirus - All Countries,https://surfshark.com/deal/antivirus?,CPA,$9.00,0%,Run Now
9038,Surfshark VPN - All Countries,https://surfshark.com/deals?,CPA,$9.00,0%,Run Now
9037,ConsumerConnect American Express - US,https://us-amcard1000-tp.lpus.yousweeps.com/#/?,CPA,$1.13,0%,Run Now
9036,Visa PayPal - US,https://2527.efuserassets.com/2527/offers/1811/thumb/visapaypal.png,CPA,$5.40,0%,Run Now
9035,Trendndaily Win a Caribbean Getaway - US - (Social Only),https://2527.efuserassets.com/2527/offers/3827/thumb/caribbean.png,CPA,$1.35,0%,Run Now
9034,Trendndaily - Samsung S24 - US - (Social Only),https://2527.efuserassets.com/2527/offers/3642/thumb/Captura%20de%20Tela%202025-03-18%20a%CC%80s%201.23.28%20PM.png,CPA,$1.35,0%,Run Now
9033,Trendndaily - McDonalds Freebies - US - (Social Only),https://2527.efuserassets.com/2527/offers/3339/thumb/Screenshot%202025-01-22%20at%2010.05.24.png,CPA,$1.35,0%,Run Now
9032,Trendndaily - Cashapp $1000 card - US - (Social Only),https://2527.efuserassets.com/2527/offers/3337/thumb/Screenshot%202025-01-22%20at%2009.59.17.png,CPA,$1.35,0%,Run Now
9031,Trendndaily - $500 Walmart Gift Card - US - (Social Only),https://2527.efuserassets.com/2527/offers/3338/thumb/Screenshot%202025-01-22%20at%2010.02.07.png,CPA,$1.35,0%,Run Now
9030,SweepstakesBucks Win $5000 - US,https://www.sweepstakesbucks.com/international,CPA,$0.63,0%,Run Now
9029,"SweepstakesBucks Win $25,000 - US",https://www.sweepstakesbucks.com/international,CPA,$0.68,0%,Run Now
9028,SweepstakesBucks Win $1000 - US,https://www.sweepstakesbucks.com/international,CPA,$0.63,0%,Run Now
9027,PrizeGrab - Win $150 Domino's Gift Card Box - US,https://2527.efuserassets.com/2527/offers/3085/thumb/dominos.png,CPA,$1.35,0%,Run Now
9026,McDonalds PayPal - US,https://2527.efuserassets.com/2527/offers/1812/thumb/Mdc.png,CPA,$6.00,0%,Run Now
9025,ConsumerConnect iPhone16 - US,https://us-newphoneprooffer.lpus.consumer-connects.com/#/?,CPA,$1.13,0%,Run Now
9024,CocaCola PayPal - US,https://2527.efuserassets.com/2527/offers/1810/thumb/image_2024_06_19T15_10_17_365Z.png,CPA,$6.75,0%,Run Now
9023,CashApp PayPal - US,https://2527.efuserassets.com/2527/offers/1758/thumb/cashappp.png,CPA,$5.40,0%,Run Now
9021,Virgin Experience Days - UK,https://www.virginexperiencedays.co.uk/about,CPS,$0.00,80%,Run Now
9020,Yale Home - US,https://shopyalehome.com/pages/yale-assure-lock-2,CPS,$0.00,80%,Run Now
9019,XSTANCE - US,https://www.thexstance.com/product/xstance-insoles-20/,CPS,$0.00,80%,Run Now
9012,MyRemodelHelper Window - US - (Proof needed),https://home.myremodelhelper.com/windows/,CPA,$12.00,0%,Run Now
9009,Teachersgram.com - CN,https://www.teachersgram.com/pages/about-us,CPS,$0.00,80%,Run Now
9002,Palace Resorts (The Palace Company) - US,https://www.palaceresorts.com/,CPS,$0.00,80%,Run Now
9001,Haverdash: Clothing Rental for Best Looks @ One Flat Rate! - US,https://www.haverdash.com/?tc=T-430258,CPA,$13.50,0%,Run Now
8999,Happy Head - Start Growing Your Hair Back - 50% Off! - US,https://www.happyhead.com/home,CPS,$0.00,80%,Run Now
8998,Hanes.com - US,https://www.hanes.com/,CPS,$0.00,80%,Run Now
8997,Gemini - Buy Sell & Store Crypto - $15 Bonus Offer - First Trade Confirmation - US,https://www.gemini.com/,CPA,$18.38,0%,Run Now
8996,1st Formations - US,https://www.1stformations.co.uk/affiliate-program/,CPS,$0.00,80%,Run Now
